What craziness! I love it! There are many people.,Qué locura! ¡Me encanta! Hay bastante gente.
I wonder if the rest of the guests are going to behave themselves.,Me pregunto si el resto de los invitados se comportarán.
What do you mean?,¿Qué quieres decir?
"Do you remember about the cake ""bite""?",¿Te acuerdas de la “mordida” de la torta?
The what?,¿La qué?
"After singing ""happy birthday,"" the birthday person has to bite a corner of the cake.","Después de cantar “feliz cumpleaños,” el cumpleañero tiene que morder una esquina de la torta."
"Ah, yes. I remember about it. But I don't understand.","Ah. Sí, me acuerdo. Pero no entiendo."
"Because at the party of a mutual friend, they pushed the face of the birthday boy into the cake.","Porque en el cumpleaños de un amigo común, empujaron la cara del cumpleañero en la torta."
How immature! One would think they are adolescents.,¡Qué inmaduros! Una pensaría que son adolescentes.
Who's talking like an old woman now?,¿Quién está hablando como vieja ahora?
"If you're saying that because of your experience with the piñata, I remind you that you were an odd case.","Si lo dices por tu experiencia con la piñata, te recuerdo que fuiste un caso extraño."
"Well, we'll find out soon, because they've just turned off the lights.","Bueno, pronto vamos a saber, porque acaban de apagar las luces."
There comes his wife Clarise with the cake.,Ahí viene su esposa Clarisa con la torta.
"Happy Birthday to you, we wish this for you, Happy Birthday dear Mario, may you have a happy birthday!","¡Cumpleaños feliz, te deseamos a ti, cumpleaños querido Mario, que los cumplas feliz!"
"There's Mario's parents. Oh, they didn't see me.","Ahí están los padres de Mario. Ah, no me vieron."
Why do you say that the other friends of Mario have to behave themselves?,¿Por qué dices que los otros amigos de Mario se tienen que comportar?
Everyone enjoys breaking a piñata.,Todo el mundo disfruta reventar la piñata
"On the other hand, I doubt that Mario will be very happy if they put his face in the cake, especially if it's a cream cake!","En cambio, dudo que Mario esté muy contento de que le metan la cara en la torta, en especial si es de crema."
"On the other hand, I doubt that Mario would be very happy if they put his face in the cake, especially if it's a cream cake.","En cambio, dudo que Mario esté muy contento de que le metan la cara en la torta, en especial si es de crema."
I doubt that Mauricio remembers the first lesson.,Dudo que Mauricio recuerde la primera lección.
I doubt that Mario likes chocolate cake.,Dudo que a Mario le guste torta de chocolate.
I got in the swimming pool.,Me metí a la piscina.
Mario always gets into trouble.,Mario siempre se mete en problemas.
"And my favorite, is a very common expression: put your foot in it.","Y mi favorita, que es una expresión muy común: meter la pata"
He escaped. He blew out the candles and then ran to the bathroom.,"Se escapó. Sopló las velas, y salió corriendo hacia el baño."
Yes. He knew that they were going to push his face into the cake.,Sí. El sabía que le iban a estampar la cara en la torta.
"Afterwards he came back with the excuse that his stomach hurt, and that's why he ran.","Después volvió con la excusa de que le dolía el estómago, y por eso salió corriendo."
"Nobody believed him much. But one of his friends, took a piece of the cake, and he threw it in his face. Clarisa was so mad.","Nadie le creyó mucho. Pero uno de sus amigos, tomó un pedazo de torta, y se lo reventó en la cara. Clarisa estaba enojadísima."
It's time to do the Rocket Review!,Es el momento de hacer el Rocket Review!
"Today, we're going to review reflexive verbs, like put in, remember, and wonder.","Hoy, vamos a revisar los verbos reflexivos, como meterse, acordarse de, y preguntarse."
Mauricio got in the pool.,Mauricio se mete a la piscina …
I got in the swimming pool.,Yo me meto a la piscina …
Mauricio remembers the first lesson of Rocket Spanish.,Mauricio se acuerda de la primera lección de Rocket Spanish. …
I remember the first lesson of Rocket Spanish.,Yo me acuerdo de la primera lección de Rocket Spanish.
Mauricio wonders if the rest of the invitees are going to behave them selves.,Mauricio se pregunta si el resto de los invitados van a comportarse.…
I wonder if the rest of the invitees are going to behave themselves.,Yo me pregunto si el resto de los invitados van a comportarse. …
Mauricio never behaves himself.,Mauricio nunca se comporta.
I always behave myself.,Yo siempre me comporto.
Mauricio is going to sing!,¡Mauricio va a cantar!
I have a good voice…the voice of an angel.,Tengo una buena voz … voz de ángel.
"Goodbye, I hope that you aren't frightened of his singing.","Adiós, espero que no se espanten de como canto."
"Hey Mauricio, you don't sing THAT bad! Bye!","Hay Mauricio, no cantas TAN mal! Chao!"
It's true.,Es verdad.
The birthday boy bites a corner of the cake.,El cumpleañero muerde una esquina de la torta.
"Be careful, or the dog will bite you.","Ten cuidado, o el perro te muerde."
Who is talking like an old lady now?,¿Quién está hablando como vieja ahora?
"They are very intelligent, the Rocket Spanish students.","Son muy inteligentes, los estudiantes de Rocket Spanish."
"They speak Spanish day and night, they study two hours every day, and travel once a year to a Latin country.","Hablan español de día y noche, estudian dos horas cada día, y viajan una vez al año a un país latino."
In your dreams.,En tus sueños.
"Converse, practice, and converse even more…like this you'll learn Spanish.","Conversa, practica, y conversa aún más … así uno aprende español."
How immature Mauricio is!,¡Qué inmaduro es Mauricio!
"For example, 'Alejandra is lacking maturity.'","Por ejemplo, “a Alejandra le falta madurez.”"
Mauricio is lacking intelligence.,A Mauricio le falta inteligencia.
"If you're saying that because of you're experience with the pinata, I'll remind you that you were an odd case.","Si lo dices por tu experiencia con la piñata, te recuerdo que fuiste un caso extraño."
"If you're saying that because you expect me to say yes, you're wrong.","Si lo dices porque esperas que diga que sí, estás equivocado."
Remember,Recordar
Remember,Acordarse de
Do you remember the first lesson of the first course of Rocket Spanish?,¿Recuerdas la primera lección del primer curso de Rocket Spanish?
"Of course, I remember all the lessons from Rocket Spanish.",Claro. Yo recuerdo todas las lecciones de Rocket Spanish.
"Well, I don’t remember the first lesson of the first course.","Bueno, yo no recuerdo la primera lección del primer curso."
"If you don't remember, the first lesson was about…greetings. Remember? Hi Amy!","Si mal no recuerdo, la primera lección fue sobre … saludos. ¿Recuerdas? ¡Hola, Amy!"
Hi Mauricio! How are you?,"¡Hola, Mauricio! ¿Cómo estás?"
"Fine, and you?","Bien, ¿y tú?"
Very well.,Muy bien.
You guys remember very well.,Ustedes recuerdan muy bien.
It wasn't very difficult.,No fue muy difícil.
Welcome to Lesson 2 of the first unit of Rocket Spanish Platinum.,Bienvenidos a Lección 2 de la unidad 1 de Rocket Spanish Platinum.
"Today's topic is ""Happy Birthday,"" because our friend Mario is turning 30 years old.","El tema de hoy es “Feliz Cumpleaños,” porque nuestro amigo Mario cumplirá 30 años de edad."
"Hello everyone. How good that you're accompanying us with such consistency. At this rate, soon you'll be partying in Spanish!","Hola a todos. Qué bueno que nos acompañen con su constancia. A este paso, ¡pronto ustedes van a poder parrandear en español!"
It's today! We hope it's a rather crazy party.,¡Es hoy! Esperamos una fiesta bastante loca.
"Ha. Mario is an old man-a grumpy old man, remember that word?","Hah. Mario es un viejo – un mañoso, ¿se acuerdan de esa palabra?"
"We are going to learn some new words, like behave, bite, and put--","Vamos a aprender algunas palabras nuevas, como comportar y morder y meter--"
Put your foot in it?,¿Meter la pata?
And we're also going to learn about the immaturity of some people.,Y también vamos a aprender de la inmadurez de algunos.
You'll see.,Vas a ver.
"Really? For Latinos, it happens between young people.","¿En serio? Para los latinos, suele suceder entre los jóvenes."
"But only to man, and it's only male friends who do these things. I don't know how many of my friends have been thrown in the pool with clothes on!","Pero solo a los hombres, y son los amigos hombres los que hacen esas cosas. No sé a cuántos de mis amigos los han tirado a la piscina con ropa!"
Of course.,Por supuesto.
"No it's not. Most likely the birthday boy has played those jokes on his friends, and now it's just his turn.","Para nada. Lo más probable es que el cumpleañero haya echo bromas a varios de sus amigos, y ahora solo cumple con su turno."
"Exactly, it's THE opportunity for getting even.","Exacto, es LA oportunidad ideal para desquitarse."
"It's like, if Mauricio has done something bad to me, I'm going to want to get even with him.","Es como, si Mauricio me hace algo malo, yo voy a querer desquitarme de él."
Because there are tons of people that I have seen in a long time.,Porque hay harta gente que no he visto en mucho tiempo.
I'm wondering if the rest of the invitees will behave themselves.,Me pregunto si el resto de los invitados se comportarán.
"Of course. You always say 'Behave yourselves, kids!'","Claro. Siempre se dice, ¡Compórtense, niños!"
"Or like my mom used to tell me, 'Behave yourself well.'","O como mi mamá me decía, “Pórtate bien.”"
The biting of the cake,La Mordida de La Torta
"It's rather common between kids, but not between adults - normally.","Es bastante común entre los jóvenes, aunque no entre los adultos – normalmente."
